Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Fenton,2015-01-01T14:27:00.0000000Z,2015-01-01T14:27:00.0000000Z,{95EDE872-39FB-463A-8F26-7D2925097968},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Rob,2015-01-01T14:50:00.0000000Z,2015-01-01T14:50:00.0000000Z,{C7B6CAFD-85E4-4781-AE64-C7171643241D},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.92635671199997,  \"y\": 36.615564387000006,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Female Member,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Strub,2015-01-01T15:28:00.0000000Z,2015-01-01T15:28:00.0000000Z,{87434D25-691B-4593-97E5-C754CE3D494A},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Kas,2015-01-01T16:26:00.0000000Z,2015-01-01T16:26:00.0000000Z,{5F990460-6373-4358-92A7-83CC88F82A8A},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84115944899997,  \"y\": 36.613965561999976,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Vicente,2015-01-01T18:20:00.0000000Z,2015-01-01T18:20:00.0000000Z,{BD421940-250D-4B41-B0DF-93CB8DA23001},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.83375473699999,  \"y\": 36.615290144000028,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Kas,2015-01-01T18:43:00.0000000Z,2015-01-01T18:43:00.0000000Z,{3F46864E-E1A0-4124-BFA1-28883A5A3A27},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84115944899997,  \"y\": 36.613965561999976,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Vicente,2015-01-01T18:55:00.0000000Z,2015-01-01T18:55:00.0000000Z,{41077FB3-6242-4CD3-B827-42E879B65B84},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84987255800002,  \"y\": 36.610691056000007,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Moxen,2015-01-01T18:59:00.0000000Z,2015-01-01T18:59:00.0000000Z,{EFC24338-B853-438A-A4C5-0B727A6ACE2D},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.79540443399998,  \"y\": 36.652870327000016,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Natalie,2015-01-01T19:13:00.0000000Z,2015-01-01T19:13:00.0000000Z,{96BAC00C-A2D3-4E8D-B016-58CBB86E72B4},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.39369946400001,  \"y\": 38.629458016,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Fenton,2015-01-01T19:15:00.0000000Z,2015-01-01T19:15:00.0000000Z,{FA711ADD-58C9-49A1-B7D5-3B9944FBC284},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Female Member,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Strub,2015-01-01T19:21:00.0000000Z,2015-01-01T19:21:00.0000000Z,{7C545439-AAEC-47DB-BFF7-00315D390FF1},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Rob,2015-01-01T19:22:00.0000000Z,2015-01-01T19:22:00.0000000Z,{3C4B284E-813D-407B-BF5A-CB2E4544936B},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.92635671199997,  \"y\": 36.615564387000006,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Vicente,2015-01-01T20:29:00.0000000Z,2015-01-01T20:29:00.0000000Z,{C04EA1C9-2D2D-4F95-AB73-6A04162BE1C6},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84987255800002,  \"y\": 36.610691056000007,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Natalie,2015-01-02T06:46:00.0000000Z,2015-01-02T06:46:00.0000000Z,{0B9C944F-62C7-4DB4-AEE6-965FE40E69C3},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.41937460700001,  \"y\": 38.527203375,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Moxen,2015-01-02T06:48:00.0000000Z,2015-01-02T06:48:00.0000000Z,{630E151B-FF87-407B-9441-F1070214876B},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.79968522000001,  \"y\": 36.681575156000008,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Female Member,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Strub,2015-01-02T07:02:00.0000000Z,2015-01-02T07:02:00.0000000Z,{811FDE58-A2FC-41A0-83C8-64CC58291033},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.64478628,  \"y\": 36.697723232999977,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Rob,2015-01-02T07:14:00.0000000Z,2015-01-02T07:14:00.0000000Z,{923FDC6B-6406-44DF-BA83-410BA88B4A1B},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.91464607199998,  \"y\": 36.610470150000026,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Fenton,2015-01-02T07:22:00.0000000Z,2015-01-02T07:22:00.0000000Z,{40A6BEFF-6F2B-41B8-B4C8-382DBD162BE3},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.67382408600002,  \"y\": 36.684501155000021,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Vicente,2015-01-02T10:56:00.0000000Z,2015-01-02T10:56:00.0000000Z,{96CD1984-5458-47C7-B2EF-C8D4D8739F70},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.83375473699999,  \"y\": 36.615290144000028,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK, Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Moxen,2015-01-02T11:31:00.0000000Z,2015-01-02T12:43:00.0000000Z,{F63FF7B4-5543-4440-A951-B13B598C4010},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.79825754299998,  \"y\": 36.687095737999982,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK, Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Kas,2015-01-02T11:33:00.0000000Z,2015-01-02T12:37:00.0000000Z,{8656B0BD-4B9B-4038-8B04-E938B5E8E689},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.49369678400001,  \"y\": 38.579124041,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK, Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Strub,2015-01-02T11:44:00.0000000Z,2015-01-02T12:46:00.0000000Z,{D92612AE-EDFB-4782-94FA-982801686D01},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.65308270999998,  \"y\": 36.704703756000015,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK, Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Rob,2015-01-02T11:47:00.0000000Z,2015-01-02T12:32:00.0000000Z,{C84465DC-C941-454F-B7F7-85DC3F6D6D02},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.89460097800003,  \"y\": 36.599120174000007,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK,Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Shelila,2015-01-02T11:50:00.0000000Z,2015-01-02T12:39:00.0000000Z,{668CDF1F-CA90-411D-BEAB-2B3897824A30},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.48108621199998,  \"y\": 38.573293494999973,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Kas,2015-01-02T11:54:00.0000000Z,2015-01-02T11:54:00.0000000Z,{1D91230E-D09F-4324-AB7C-DA1367C08C3B},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.83375473699999,  \"y\": 36.615290144000028,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK, Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Natalie,2015-01-02T11:54:00.0000000Z,2015-01-02T12:46:00.0000000Z,{92C334A9-0197-42C2-90EF-616F06A312AA},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.47250632200002,  \"y\": 38.574693518000004,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,UNK, Lunch,UNK,MLF,UNK,2015-01-31T16:00:20.0000000Z,Analyst5221,UNK,Fenton,2015-01-02T11:55:00.0000000Z,2015-01-02T12:42:00.0000000Z,{899BC159-D168-480B-8D96-C9087BC98C06},Analyst,2015-01-31T16:02:39.0000000Z,"{  \"x\": -121.65206409199999,  \"y\": 36.695802378999986,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Female Member,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Strub,2015-01-02T13:03:00.0000000Z,2015-01-02T13:03:00.0000000Z,{34716C0B-2BF8-43C4-9DD0-883647923CDE},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Fenton,2015-01-02T13:12:00.0000000Z,2015-01-02T13:12:00.0000000Z,{4D71832B-A804-4596-BD15-0EC70B5509CA},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Natalie,2015-01-02T13:19:00.0000000Z,2015-01-02T13:19:00.0000000Z,{C369B147-F49E-4029-912B-BAE9D4BD43D6},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.39369946400001,  \"y\": 38.629458016,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Rob,2015-01-02T14:22:00.0000000Z,2015-01-02T14:22:00.0000000Z,{9F0BE28D-B75A-4894-897F-573E15539248},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.92635671199997,  \"y\": 36.615564387000006,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Moxen,2015-01-02T15:07:00.0000000Z,2015-01-02T15:07:00.0000000Z,{EC0F1C67-CFA6-48D1-BEEC-0F0B6FFF76D3},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.79540443399998,  \"y\": 36.652870327000016,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Vicente,2015-01-02T15:28:00.0000000Z,2015-01-02T15:28:00.0000000Z,{910411DF-985B-47FD-8D76-0E226BFAB89B},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84987255800002,  \"y\": 36.610691056000007,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Kas,2015-01-02T17:00:00.0000000Z,2015-01-02T17:00:00.0000000Z,{0BDA2F36-940F-411D-9835-C282575858A6},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84115944899997,  \"y\": 36.613965561999976,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Fenton,2015-01-02T18:36:00.0000000Z,2015-01-02T18:36:00.0000000Z,{413E77D2-CB41-40A2-9451-CC2106E52178},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Vicente,2015-01-02T18:36:00.0000000Z,2015-01-02T18:36:00.0000000Z,{D7C43CD4-A590-441D-B533-3496A6BD65D4},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84987255800002,  \"y\": 36.610691056000007,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Female Member,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Strub,2015-01-02T18:48:00.0000000Z,2015-01-02T18:48:00.0000000Z,{A8ACD420-4E99-44C9-BC4B-F7CDADB814D7},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.65056060400002,  \"y\": 36.699037078,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Moxen,2015-01-02T18:52:00.0000000Z,2015-01-02T18:52:00.0000000Z,{3CAA1E01-CA2F-4AFF-9CEC-A842D0EDCAAD},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.79540443399998,  \"y\": 36.652870327000016,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Natalie,2015-01-02T19:05:00.0000000Z,2015-01-02T19:05:00.0000000Z,{F80F6408-A956-48EC-8C69-2296D33927CD},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.39369946400001,  \"y\": 38.629458016,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Kas,2015-01-02T19:11:00.0000000Z,2015-01-02T19:11:00.0000000Z,{1874D2C0-6C34-49A2-8310-143878C6C12E},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.84115944899997,  \"y\": 36.613965561999976,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Works,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Rob,2015-01-02T19:23:00.0000000Z,2015-01-02T19:23:00.0000000Z,{AC01CA16-ED22-4987-83DB-E21B0353E7A5},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.92635671199997,  \"y\": 36.615564387000006,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Wife of Natalie,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Shelila,2015-01-02T20:45:00.0000000Z,2015-01-02T20:45:00.0000000Z,{4C710E9C-9310-4AF1-8083-9EF3D74A4B19},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.41937460700001,  \"y\": 38.527203375,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Natalie,2015-01-03T06:30:00.0000000Z,2015-01-03T06:30:00.0000000Z,{4798AA85-538C-4ACB-A8DA-8F1169971EE4},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.41937460700001,  \"y\": 38.527203375,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Fenton,2015-01-03T06:39:00.0000000Z,2015-01-03T06:39:00.0000000Z,{637B5C09-AF1C-4B83-92FE-CF76355C1661},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.67382408600002,  \"y\": 36.684501155000021,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Moxen,2015-01-03T06:43:00.0000000Z,2015-01-03T06:43:00.0000000Z,{FC7F9D91-8811-4473-896F-4AD3DB6711AA},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.79968522000001,  \"y\": 36.681575156000008,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,1 x MAM,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Rob,2015-01-03T06:44:00.0000000Z,2015-01-03T06:44:00.0000000Z,{316CD652-4B26-4B3F-B8BB-406C03D18771},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.91464607199998,  \"y\": 36.610470150000026,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Female Member,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Strub,2015-01-03T07:13:00.0000000Z,2015-01-03T07:13:00.0000000Z,{B76FFD80-4110-4C0C-A313-61458B9D9DCD},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.64478628,  \"y\": 36.697723232999977,  \"spatialReference\": {    \"wkid\": 4326  }}"
Movement-SaluteReport,Wife of Natalie,Observed,Lives,MLF,UNK,1970-01-03T00:00:00.0000000Z,Analyst0538,UNK,Shelila,2015-01-03T10:45:00.0000000Z,2015-01-03T10:45:00.0000000Z,{CBC0E666-805B-4324-ABC0-5443E56A1B2F},Analyst,2015-01-31T15:48:03.0000000Z,"{  \"x\": -121.41937460700001,  \"y\": 38.527203375,  \"spatialReference\": {    \"wkid\": 4326  }}"
